PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Chang, L; Liu, ST; Bowers, JE				Chang, Lin; Liu, Songtao; Bowers, John E.			Integrated optical frequency comb technologies	NATURE PHOTONICS				Review									[Chang, Lin; Liu, Songtao; Bowers, John E.] Univ Calif Santa Barbara, Dept Elect & Comp Engn, Santa Barbara, CA 93106 USA; [Liu, Songtao] Intel Corp, Santa Clara, CA USA		Chang, L; Bowers, JE (通讯作者)，Univ Calif Santa Barbara, Dept Elect & Comp Engn, Santa Barbara, CA 93106 USA.	linchang@ece.ucsb.edu; bowers@ece.ucsb.edu								28	30											FEB	2022	16	2					95	108		10.1038/s41566-021-00945-1	http://dx.doi.org/10.1038/s41566-021-00945-1													
J	Wu, J; Dong, MX; Ota, K; Li, JH; Guan, ZT				Wu, Jun; Dong, Mianxiong; Ota, Kaoru; Li, Jianhua; Guan, Zhitao			FCSS: Fog-Computing-based Content-Aware Filtering for Security Services in Information-Centric Social Networks	IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTING				Article									[Wu, Jun; Li, Jianhua] Shanghai Jiao Tong Univ, Sch Elect Informat & Eletr Engn, Shanghai 200240, Peoples R China; [Dong, Mianxiong; Ota, Kaoru] Muroran Inst Technol, Dept Informat & Elect Engn, Muroran, Hokkaido 0508585, Japan; [Guan, Zhitao] NCEPU, Sch Control & Comp Engn, Beijing 102206, Peoples R China		Dong, MX (通讯作者)，Muroran Inst Technol, Dept Informat & Elect Engn, Muroran, Hokkaido 0508585, Japan.	mx.dong@csse.muroran-it.ac.jp								122	123											OCT-DEC	2019	7	4					553	564		10.1109/TETC.2017.2747158	http://dx.doi.org/10.1109/TETC.2017.2747158													
J	Xie, JF; Tang, HE; Huang, T; Yu, FR; Xie, RC; Liu, J; Liu, YJ				Xie, Junfeng; Tang, Helen; Huang, Tao; Yu, F. Richard; Xie, Renchao; Liu, Jiang; Liu, Yunjie			A Survey of Blockchain Technology Applied to Smart Cities: Research Issues and Challenges	IEEE COMMUNICATIONS SURVEYS AND TUTORIALS				Article									[Xie, Junfeng; Huang, Tao; Xie, Renchao; Liu, Jiang; Liu, Yunjie] Beijing Univ Posts & Telecommun, State Key Lab Networking & Switching Technol, Beijing 100876, Peoples R China; [Xie, Junfeng] Guangxi Univ Nationalities, Sch Informat Sci & Engn, Nanning 530006, Peoples R China; [Tang, Helen] Ctr Secur Sci Def Res & Dev Canada, Ottawa, ON K1A 0K2, Canada; [Yu, F. Richard] Carleton Univ, Dept Syst & Comp Engn, Ottawa, ON K1S 5B6, Canada		Huang, T (通讯作者)，Beijing Univ Posts & Telecommun, State Key Lab Networking & Switching Technol, Beijing 100876, Peoples R China.	htao@bupt.edu.cn								220	227												2019	21	3					2794	2830		10.1109/COMST.2019.2899617	http://dx.doi.org/10.1109/COMST.2019.2899617													
J	Alarifi, A; Al-Salman, A; Alsaleh, M; Alnafessah, A; Al-Hadhrami, S; Al-Ammar, MA; Al-Khalifa, HS				Alarifi, Abdulrahman; Al-Salman, AbdulMalik; Alsaleh, Mansour; Alnafessah, Ahmad; Al-Hadhrami, Suheer; Al-Ammar, Mai A.; Al-Khalifa, Hend S.			Ultra Wideband Indoor Positioning Technologies: Analysis and Recent Advances	SENSORS				Review									[Alarifi, Abdulrahman; Alsaleh, Mansour; Alnafessah, Ahmad] King Abdulaziz City Sci & Technol, Comp Res Inst, Riyadh 11442, Saudi Arabia; [Al-Salman, AbdulMalik; Al-Hadhrami, Suheer] King Saud Univ, Dept Comp Sci, Riyadh 11451, Saudi Arabia; [Al-Ammar, Mai A.] Al Imam Mohammad Bin Saud Islamic Univ, Dept Comp Sci, Riyadh 11432, Saudi Arabia; [Al-Khalifa, Hend S.] King Saud Univ, Dept Informat Technol, Riyadh 11451, Saudi Arabia		Alarifi, A (通讯作者)，King Abdulaziz City Sci & Technol, Comp Res Inst, Riyadh 11442, Saudi Arabia.	aarifi@kacst.edu.sa; salman@ksu.edu.sa; maalsaleh@kacst.edu.sa; aalnafessah@kacst.edu.sa; 430204094@student.ksu.edu.sa; mai.alammar@ccis.imamu.edu.sa; hendk@ksu.edu.sa								490	524											MAY	2016	16	5							707	10.3390/s16050707	http://dx.doi.org/10.3390/s16050707													
J	Awschalom, DD; Hanson, R; Wrachtrup, J; Zhou, BB				Awschalom, David D.; Hanson, Ronald; Wrachtrup, Joerg; Zhou, Brian B.			Quantum technologies with optically interfaced solid-state spins	NATURE PHOTONICS				Review									[Awschalom, David D.; Zhou, Brian B.] Univ Chicago, Inst Mol Engn, Chicago, IL 60637 USA; [Awschalom, David D.] Argonne Natl Lab, Inst Mol Engn, 9700 S Cass Ave, Argonne, IL 60439 USA; [Awschalom, David D.] Argonne Natl Lab, Mat Sci Div, 9700 S Cass Ave, Argonne, IL 60439 USA; [Hanson, Ronald] Delft Univ Technol, QuTech, Delft, Netherlands; [Hanson, Ronald] Delft Univ Technol, Kavli Inst Nanosci, Delft, Netherlands; [Wrachtrup, Joerg] Univ Stuttgart, IQST, Stuttgart, Germany; [Wrachtrup, Joerg] Univ Stuttgart, Phys Inst 3, Stuttgart, Germany; [Wrachtrup, Joerg] Max Planck Inst Solid State Res, Stuttgart, Germany; [Zhou, Brian B.] Boston Coll, Dept Phys, Chestnut Hill, MA 02167 USA		Awschalom, DD (通讯作者)，Univ Chicago, Inst Mol Engn, Chicago, IL 60637 USA.; Awschalom, DD (通讯作者)，Argonne Natl Lab, Inst Mol Engn, 9700 S Cass Ave, Argonne, IL 60439 USA.; Awschalom, DD (通讯作者)，Argonne Natl Lab, Mat Sci Div, 9700 S Cass Ave, Argonne, IL 60439 USA.	awsch@uchicago.edu								395	399											SEP	2018	12	9					516	527		10.1038/s41566-018-0232-2	http://dx.doi.org/10.1038/s41566-018-0232-2													
J	Hoyer, WD; Kroschke, M; Schmitt, B; Kraume, K; Shankar, V				Hoyer, Wayne D.; Kroschke, Mirja; Schmitt, Bernd; Kraume, Karsten; Shankar, Venkatesh			Transforming the Customer Experience Through New Technologies	JOURNAL OF INTERACTIVE MARKETING				Article									[Hoyer, Wayne D.] Univ Texas Austin, McCombs Sch Business, Austin, TX 78712 USA; [Kroschke, Mirja] Univ Munster, Mkt Ctr Muenster, Munster, Germany; [Schmitt, Bernd] Columbia Univ, Columbia Business Sch, New York, NY USA; [Kraume, Karsten] Univ Munster, European Res Ctr Informat Syst, Munster, Germany; [Shankar, Venkatesh] Texas A&M Univ, Ctr Retailing Studies, Mays Business Sch, College Stn, TX USA		Hoyer, WD (通讯作者)，Univ Texas Austin, McCombs Sch Business, Austin, TX 78712 USA.	wayne.hoyer@mccombs.utexas.edu								108	108											AUG	2020	51				SI		57	71		10.1016/j.intmar.2020.04.001	http://dx.doi.org/10.1016/j.intmar.2020.04.001													
J	Garcia, V; Bibes, M				Garcia, Vincent; Bibes, Manuel			Ferroelectric tunnel junctions for information storage and processing	NATURE COMMUNICATIONS				Review									[Garcia, Vincent; Bibes, Manuel] CNRS Thales, Unite Mixte Phys, F-91767 Palaiseau, France; [Garcia, Vincent; Bibes, Manuel] Univ Paris 11, F-91405 Orsay, France		Bibes, M (通讯作者)，CNRS Thales, Unite Mixte Phys, 1 Ave Fresnel, F-91767 Palaiseau, France.	vincent.garcia@thalesgroup.com; manuel.bibes@thalesgroup.com								481	484											JUL	2014	5								4289	10.1038/ncomms5289	http://dx.doi.org/10.1038/ncomms5289													
J	Liu, PD; Rani, P; Mishra, AR				Liu, Peide; Rani, Pratibha; Mishra, Arunodaya Raj			COPRAS method based on interval-valued hesitant Fermatean fuzzy sets and its application in selecting desalination technology	APPLIED SOFT COMPUTING				Article									[Mishra, Arunodaya Raj] Govt Coll Raigaon, Dept Math, Satna, MP, India; [Liu, Peide] Shandong Univ Finance & Econ, Sch Management Sci & Engn, Jinan 250014, Shandong, Peoples R China; [Rani, Pratibha] Rajiv Gandhi Natl Inst Youth Dev, Dept Math, Sriperumbudur, TN, India		Liu, PD (通讯作者)，Shandong Univ Finance & Econ, Sch Management Sci & Engn, Jinan 250014, Shandong, Peoples R China.	peide.liu@gmail.com; pratibha138@gmail.com								15	15											APR	2022	119								108570	10.1016/j.asoc.2022.108570	http://dx.doi.org/10.1016/j.asoc.2022.108570													
J	Ometov, A; Shubina, V; Klus, L; Skibinska, J; Saafi, S; Pascacio, P; Flueratoru, L; Gaibor, DQ; Chukhno, N; Chukhno, O; Ali, A; Channa, A; Svertoka, E; Bin Qaim, W; Casanova-Marques, R; Holcer, S; Torres-Sospedra, J; Casteleyn, S; Ruggeri, G; Araniti, G; Burget, R; Hosek, J; Lohan, ES				Ometov, Aleksandr; Shubina, Viktoriia; Klus, Lucie; Skibinska, Justyna; Saafi, Salwa; Pascacio, Pavel; Flueratoru, Laura; Quezada Gaibor, Darwin; Chukhno, Nadezhda; Chukhno, Olga; Ali, Asad; Channa, Asma; Svertoka, Ekaterina; Bin Qaim, Waleed; Casanova-Marques, Raul; Holcer, Sylvia; Torres-Sospedra, Joaquin; Casteleyn, Sven; Ruggeri, Giuseppe; Araniti, Giuseppe; Burget, Radim; Hosek, Jiri; Lohan, Elena Simona			A Survey on Wearable Technology: History, State-of-the-Art and Current Challenges	COMPUTER NETWORKS				Article									[Ometov, Aleksandr; Shubina, Viktoriia; Klus, Lucie; Skibinska, Justyna; Saafi, Salwa; Pascacio, Pavel; Flueratoru, Laura; Quezada Gaibor, Darwin; Chukhno, Olga; Ali, Asad; Bin Qaim, Waleed; Lohan, Elena Simona] Tampere Univ, POB 1001, FI-33014 Tampere, Finland; [Chukhno, Nadezhda; Chukhno, Olga; Channa, Asma; Bin Qaim, Waleed; Ruggeri, Giuseppe; Araniti, Giuseppe] Univ Mediterranea Reggio Calabria, Reggio Di Calabria, Italy; [Skibinska, Justyna; Saafi, Salwa; Ali, Asad; Svertoka, Ekaterina; Casanova-Marques, Raul; Holcer, Sylvia; Burget, Radim; Hosek, Jiri] Brno Univ Technol, Brno, Czech Republic; [Klus, Lucie; Pascacio, Pavel; Quezada Gaibor, Darwin; Chukhno, Nadezhda; Casanova-Marques, Raul; Holcer, Sylvia; Torres-Sospedra, Joaquin; Casteleyn, Sven] Univ Jaume 1, Castellon de La Plana, Spain; [Shubina, Viktoriia; Flueratoru, Laura; Channa, Asma; Svertoka, Ekaterina] Univ Politehn Bucuresti, Bucharest, Romania		Ometov, A (通讯作者)，Tampere Univ, POB 1001, FI-33014 Tampere, Finland.	aleksandr.ometov@tuni.fi								55	55											JUL 5	2021	193								108074	10.1016/j.comnet.2021.108074	http://dx.doi.org/10.1016/j.comnet.2021.108074													
J	Bosona, T; Gebresenbet, G				Bosona, Techane; Gebresenbet, Girma			Food traceability as an integral part of logistics management in food and agricultural supply chain	FOOD CONTROL				Review									[Bosona, Techane; Gebresenbet, Girma] Swedish Univ Agr Sci SLU, Dept Energy & Technol, Uppsala, Sweden		Bosona, T (通讯作者)，Swedish Univ Agr Sci SLU, Dept Energy & Technol, Lennart Hjelms Vag 9, Uppsala, Sweden.	techane.bosona@slu.se								288	314											SEP	2013	33	1					32	48		10.1016/j.foodcont.2013.02.004	http://dx.doi.org/10.1016/j.foodcont.2013.02.004													
J	Tang, S; Shelden, DR; Eastman, CM; Pishdad-Bozorgi, P; Gao, XH				Tang, Shu; Shelden, Dennis R.; Eastman, Charles M.; Pishdad-Bozorgi, Pardis; Gao, Xinghua			A review of building information modeling (BIM) and the internet of things (IoT) devices integration: Present status and future trends	AUTOMATION IN CONSTRUCTION				Review									[Tang, Shu; Shelden, Dennis R.; Eastman, Charles M.] Georgia Inst Technol, Sch Architecture, 245 4th St NW, Atlanta, GA 30332 USA; [Pishdad-Bozorgi, Pardis; Gao, Xinghua] Georgia Inst Technol, Sch Bldg Construct, 280 Ferst Dr, Atlanta, GA 30332 USA		Tang, S (通讯作者)，Georgia Inst Technol, Sch Architecture, 245 4th St NW, Atlanta, GA 30332 USA.	stang93@gatech.edu								230	233											MAY	2019	101						127	139		10.1016/j.autcon.2019.01.020	http://dx.doi.org/10.1016/j.autcon.2019.01.020													
J	Wei, W; Song, HB; Li, W; Shen, PY; Vasilakos, A				Wei, Wei; Song, Houbing; Li, Wei; Shen, Peiyi; Vasilakos, Athanasios			Gradient-driven parking navigation using a continuous information potential field based on wireless sensor network	INFORMATION SCIENCES				Article									[Wei, Wei] Xian Univ Technol, Sch Comp Sci & Engn, Xian 710048, Peoples R China; [Song, Houbing] West Virginia Univ, Dept Elect & Comp Engn, Montgomery, WV 25136 USA; [Li, Wei] Univ Sydney, Sch Informat Technol, Ctr Distributed & High Performance Comp, Sydney, NSW 2006, Australia; [Shen, Peiyi] Xidian Univ, Natl Sch Software, Xian 710071, Peoples R China; [Vasilakos, Athanasios] Lulea Univ Technol, Dept Comp Sci Elect & Space Engn, Lulea, Sweden		Song, HB (通讯作者)，West Virginia Univ, Dept Elect & Comp Engn, Montgomery, WV 25136 USA.	Weiwei@xaut.edu.cn; h.song@ieee.org								168	169											OCT	2017	408						100	114		10.1016/j.ins.2017.04.042	http://dx.doi.org/10.1016/j.ins.2017.04.042													
J	Wang, XH; Shi, JY; Kong, HX				Wang, Xiaohui; Shi, Jingyuan; Kong, Hanxiao			Online Health Information Seeking: A Review and Meta-Analysis	HEALTH COMMUNICATION				Review									[Wang, Xiaohui] Hong Kong Baptist Univ, Sch Commun, Dept Journalism, Hong Kong, Peoples R China; [Shi, Jingyuan] Hong Kong Baptist Univ, Sch Commun, Dept Commun Studies, Hong Kong, Peoples R China; [Kong, Hanxiao] Hong Kong Baptist Univ, Sch Commun, Hong Kong, Peoples R China		Shi, JY (通讯作者)，Hong Kong Baptist Univ, Dept Commun Studies, Kowloon Tong, Kowloon, 5 Hereford Rd, Hong Kong, Peoples R China.	jolieshi@hkbu.edu.hk								58	57											AUG 24	2021	36	10					1163	1175		10.1080/10410236.2020.1748829	http://dx.doi.org/10.1080/10410236.2020.1748829		APR 2020											
J	Gao, W; Liao, GB; Ma, SW; Li, G; Liang, YS; Lin, WS				Gao, Wei; Liao, Guibiao; Ma, Siwei; Li, Ge; Liang, Yongsheng; Lin, Weisi			Unified Information Fusion Network for Multi-Modal RGB-D and RGB-T Salient Object Detection	IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY				Article									[Gao, Wei; Liao, Guibiao; Li, Ge] Peking Univ, Sch Elect & Comp Engn, Shenzhen Grad Sch, Shenzhen 518055, Peoples R China; [Gao, Wei; Liao, Guibiao; Li, Ge] Peng Cheng Lab, Shenzhen 518066, Peoples R China; [Ma, Siwei] Peking Univ, Inst Digital Media, Beijing 100871, Peoples R China; [Liang, Yongsheng] Harbin Inst Technol, Sch Elect & Informat Engn, Shenzhen 518055, Peoples R China; [Lin, Weisi] Nanyang Technol Univ, Sch Comp Sci & Engn, Singapore 639798, Singapore		Gao, W; Liao, GB (通讯作者)，Peking Univ, Sch Elect & Comp Engn, Shenzhen Grad Sch, Shenzhen 518055, Peoples R China.	gaowei262@pku.edu.cn; leno_biao@163.com; swma@pku.edu.cn; geli@pku.edu.cn; liangys@hit.edu.cn; wslin@ntu.edu.sg								12	12											APR	2022	32	4					2091	2106		10.1109/TCSVT.2021.3082939	http://dx.doi.org/10.1109/TCSVT.2021.3082939													
J	Tajvidi, M; Richard, MO; Wang, YC; Hajli, N				Tajvidi, Mina; Richard, Marie-Odile; Wang, YiChuan; Hajli, Nick			Brand co-creation through social commerce information sharing: The role of social media	JOURNAL OF BUSINESS RESEARCH				Article									[Tajvidi, Mina; Hajli, Nick] Fabian Way, Swansea SA1 8EN, W Glam, Wales; [Richard, Marie-Odile] 100 Seymour Rd, Utica, NY 13502 USA; [Wang, YiChuan] Newcastle Univ, Off 5-10,London Campus,102 Middlesex St, London E1 7EZ, England		Hajli, N (通讯作者)，Fabian Way, Swansea SA1 8EN, W Glam, Wales.	mina.tajvidi@swansea.ac.uk; richarm3@sunyit.edu; yi-chuan.wang@ncl.ac.uk; nick.hajli@swansea.ac.uk								100	100											DEC	2020	121						476	486		10.1016/j.jbusres.2018.06.008	http://dx.doi.org/10.1016/j.jbusres.2018.06.008													
J	Wang, CX; Haider, F; Gao, XQ; You, XH; Yang, Y; Yuan, DF; Aggoune, HM; Haas, H; Fletcher, S; Hepsaydir, E				Wang, Cheng-Xiang; Haider, Fourat; Gao, Xiqi; You, Xiao-Hu; Yang, Yang; Yuan, Dongfeng; Aggoune, Hadi M.; Haas, Harald; Fletcher, Simon; Hepsaydir, Erol			Cellular Architecture and Key Technologies for 5G Wireless Communication Networks	IEEE COMMUNICATIONS MAGAZINE				Article									[Wang, Cheng-Xiang; Haider, Fourat] Heriot Watt Univ, Edinburgh EH14 4AS, Midlothian, Scotland; [Wang, Cheng-Xiang] Univ Tabuk, Tabuk City, Saudi Arabia; [Gao, Xiqi] Southeast Univ, Dept Radio Engn, Nanjing, Jiangsu, Peoples R China; [You, Xiao-Hu] Southeast Univ, Natl Mobile Commun Res Lab, Nanjing, Jiangsu, Peoples R China; [Yang, Yang] ShanghaiTech Univ, Shanghai Res Ctr Wireless Commun WiCO, Shanghai, Peoples R China; [Yang, Yang] ShanghaiTech Univ, Sch Informat Sci & Technol, Shanghai, Peoples R China; [Yuan, Dongfeng] Shandong Univ, Sch Informat Sci & Engn, Jinan, Peoples R China; [Aggoune, Hadi M.] Univ Tabuk, Sensor Networks & Cellular Syst Res Ctr, Tabuk City, Saudi Arabia; [Haas, Harald] Univ Edinburgh, Inst Digital Commun, Edinburgh EH8 9YL, Midlothian, Scotland; [Fletcher, Simon] NEC Telecom MODUS Ltd, Leatherhead, Surrey, England; [Hepsaydir, Erol] Hutchison 3G UK, Network Technol, Maidenhead, Berks, England		Wang, CX (通讯作者)，Heriot Watt Univ, Edinburgh EH14 4AS, Midlothian, Scotland.	cheng-xiang.wang@hw.ac.uk; fsh12@hw.ac.uk; xqgao@seu.edu.cn; xhyu@seu.edu.cn; yang.yang@wico.sh; dfyuan@sdu.edu.cn; haggoune.sncs@ut.edu.sa; h.haas@ed.ac.uk; simon.fletcher@emea.nec.com; erol.hepsaydir@three.co.uk								1406	1453											FEB	2014	52	2					122	130		10.1109/MCOM.2014.6736752	http://dx.doi.org/10.1109/MCOM.2014.6736752													
J	Elahi, E; Khalid, Z; Zhang, ZX				Elahi, Ehsan; Khalid, Zainab; Zhang, Zhixin			Understanding farmers' intention and willingness to install renewable energy technology: A solution to reduce the environmental emissions of agriculture	APPLIED ENERGY				Article									[Elahi, Ehsan; Zhang, Zhixin] Shandong Univ Technol SDUT, Sch Econ, Zibo 255049, Shandong, Peoples R China; [Khalid, Zainab] Univ Engn & Technol, Inst Business & Management, Lahore, Pakistan		Elahi, E (通讯作者)，Shandong Univ Technol SDUT, Sch Econ, Zibo 255049, Shandong, Peoples R China.	ehsanelahi@nuist.edu.cn; zkcsc3@gmail.com; beiji2002@126.com								70	70											MAR 1	2022	309								118459	10.1016/j.apenergy.2021.118459	http://dx.doi.org/10.1016/j.apenergy.2021.118459													
J	Grunberger, G; Sherr, J; Allende, M; Blevins, T; Bode, B; Handelsman, Y; Hellman, R; Lajara, R; Roberts, VL; Rodbard, D; Stec, C; Unger, J				Grunberger, George; Sherr, Jennifer; Allende, Myriam; Blevins, Thomas; Bode, Bruce; Handelsman, Yehuda; Hellman, Richard; Lajara, Rosemarie; Roberts, Victor Lawrence; Rodbard, David; Stec, Carla; Unger, Jeff			American Association of Clinical Endocrinology Clinical Practice Guideline: The Use of Advanced Technology in the Management of Persons With Diabetes Mellitus	ENDOCRINE PRACTICE				Article									[Grunberger, George] Grunberger Diabet Inst, Bloomfield Hills, MI 48302 USA; [Sherr, Jennifer] Yale Univ, Sch Med, New Haven, CT USA; [Allende, Myriam] Univ Puerto Rico, Sch Med, San Juan, PR 00936 USA; [Blevins, Thomas] Texas Diabet & Endocrinol, Austin, TX USA; [Bode, Bruce] Atlanta Diabet Associates, Atlanta, GA USA; [Handelsman, Yehuda] Metab Inst Amer, Tarzana, CA USA; [Hellman, Richard] Univ Missouri, Sch Med, Kansas City, MO 64108 USA; [Lajara, Rosemarie] Southern Endocrinol, Plano, TX USA; [Roberts, Victor Lawrence] Univ Cent Florida, Coll Med, Orlando, FL 32816 USA; [Rodbard, David] Biomed Informat Consultants LLC, Potomac, MD USA; [Stec, Carla] Amer Assoc Clin Endocrinol, Jacksonville, FL USA; [Unger, Jeff] Unger Primary Care Concierge Med Grp, Rancho Cucamonga, CA USA		Grunberger, G (通讯作者)，Grunberger Diabet Inst, Bloomfield Hills, MI 48302 USA.									37	39											JUN	2021	27	6					505	537		10.1016/j.eprac.2021.04.008	http://dx.doi.org/10.1016/j.eprac.2021.04.008		JUN 2021											
J	Ge, TA; Abbas, J; Ullah, R; Abbas, A; Sadiq, I; Zhang, RL				Ge, Taoan; Abbas, Jaffar; Ullah, Raza; Abbas, Azhar; Sadiq, Iqra; Zhang, Ruilian			Women's Entrepreneurial Contribution to Family Income: Innovative Technologies Promote Females' Entrepreneurship Amid COVID-19 Crisis	FRONTIERS IN PSYCHOLOGY				Article									[Ge, Taoan] Changzhou Acad Governance, Changzhou, Peoples R China; [Abbas, Jaffar] Shanghai Jiao Tong Univ, Antai Coll Econ & Management, Shanghai, Peoples R China; [Ullah, Raza; Abbas, Azhar; Sadiq, Iqra] Univ Agr Faisalabad, Fac Social Sci, Inst Agr & Resource Econ, Faisalabad, Pakistan; [Zhang, Ruilian] Univ Queensland, Ctr Social Responsibil Min, Sustainable Minerals Inst SMI, Brisbane, Qld, Australia		Abbas, J (通讯作者)，Shanghai Jiao Tong Univ, Antai Coll Econ & Management, Shanghai, Peoples R China.; Abbas, A (通讯作者)，Univ Agr Faisalabad, Fac Social Sci, Inst Agr & Resource Econ, Faisalabad, Pakistan.	dr.abbas.jaffar@outlook.com; azharabbas@uaf.edu.pk								35	35											MAR 29	2022	13								828040	10.3389/fpsyg.2022.828040	http://dx.doi.org/10.3389/fpsyg.2022.828040													
