PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Moon, KR; van Dijk, D; Wang, Z; Gigante, S; Burkhardt, DB; Chen, WS; Yim, K; van den Elzen, A; Hirn, MJ; Coifman, RR; Ivanova, NB; Wolf, G; Krishnaswamy, S				Moon, Kevin R.; van Dijk, David; Wang, Zheng; Gigante, Scott; Burkhardt, Daniel B.; Chen, William S.; Yim, Kristina; van den Elzen, Antonia; Hirn, Matthew J.; Coifman, Ronald R.; Ivanova, Natalia B.; Wolf, Guy; Krishnaswamy, Smita			Visualizing structure and transitions in high-dimensional biological data	NATURE BIOTECHNOLOGY				Article									[Moon, Kevin R.] Utah State Univ, Dept Math & Stat, Logan, UT 84322 USA; [van Dijk, David] Yale Univ, Dept Internal Med, Cardiol Sect, Cardiovasc Res Ctr, New Haven, CT USA; [van Dijk, David; Krishnaswamy, Smita] Yale Univ, Dept Comp Sci, POB 2158, New Haven, CT 06520 USA; [Wang, Zheng] Yale Univ, Dept Genet, Yale Stem Cell Ctr, New Haven, CT USA; [Gigante, Scott] Yale Univ, Computat Biol & Bioinformat Program, New Haven, CT USA; [Burkhardt, Daniel B.; Chen, William S.; Yim, Kristina; van den Elzen, Antonia; Krishnaswamy, Smita] Yale Univ, Dept Genet, New Haven, CT 06520 USA; [Hirn, Matthew J.] Michigan State Univ, Dept Computat Math Sci & Engn, E Lansing, MI 48824 USA; [Hirn, Matthew J.] Michigan State Univ, Dept Math, E Lansing, MI 48824 USA; [Coifman, Ronald R.] Yale Univ, Appl Math Program, New Haven, CT USA; [Ivanova, Natalia B.] Univ Georgia, Dept Genet, Ctr Mol Med, Athens, GA 30602 USA; [Wolf, Guy] Univ Montreal, Dept Math & Stat, Montreal, PQ, Canada; [Wolf, Guy] Mila Quebec Artificial Intelligence Inst, Montreal, PQ, Canada		Krishnaswamy, S (通讯作者)，Yale Univ, Dept Comp Sci, POB 2158, New Haven, CT 06520 USA.; Krishnaswamy, S (通讯作者)，Yale Univ, Dept Genet, New Haven, CT 06520 USA.; Ivanova, NB (通讯作者)，Univ Georgia, Dept Genet, Ctr Mol Med, Athens, GA 30602 USA.; Wolf, G (通讯作者)，Univ Montreal, Dept Math & Stat, Montreal, PQ, Canada.; Wolf, G (通讯作者)，Mila Quebec Artificial Intelligence Inst, Montreal, PQ, Canada.	natalia.ivanova@uga.edu; guy.wolf@umontreal.ca; smita.krishnaswamy@yale.edu								204	206											DEC	2019	37	12					1482	+		10.1038/s41587-019-0336-3	http://dx.doi.org/10.1038/s41587-019-0336-3													
J	Reinhard, A; Volz, T; Winger, M; Badolato, A; Hennessy, KJ; Hu, EL; Imamoglu, A				Reinhard, Andreas; Volz, Thomas; Winger, Martin; Badolato, Antonio; Hennessy, Kevin J.; Hu, Evelyn L.; Imamoglu, Atac			Strongly correlated photons on a chip	NATURE PHOTONICS				Article									[Reinhard, Andreas; Volz, Thomas; Winger, Martin; Hennessy, Kevin J.; Imamoglu, Atac] ETH, Inst Quantum Elect, CH-8093 Zurich, Switzerland; [Badolato, Antonio] Univ Rochester, Dept Phys & Astron, Rochester, NY 14627 USA; [Hu, Evelyn L.] Harvard Univ, Sch Engn & Appl Phys, Cambridge, MA 02138 USA		Volz, T (通讯作者)，ETH, Inst Quantum Elect, CH-8093 Zurich, Switzerland.	volz@phys.ethz.ch; imamoglu@phys.ethz.ch								240	242											FEB	2012	6	2					93	96		10.1038/NPHOTON.2011.321	http://dx.doi.org/10.1038/NPHOTON.2011.321													
J	Eshetu, GG; Elia, GA; Armand, M; Forsyth, M; Komaba, S; Rojo, T; Passerini, S				Eshetu, Gebrekidan Gebresilassie; Elia, Giuseppe Antonio; Armand, Michel; Forsyth, Maria; Komaba, Shinichi; Rojo, Teofilo; Passerini, Stefano			Electrolytes and Interphases in Sodium-Based Rechargeable Batteries: Recent Advances and Perspectives	ADVANCED ENERGY MATERIALS				Review									[Eshetu, Gebrekidan Gebresilassie; Armand, Michel; Rojo, Teofilo] CIC Energigune, Parque Tecnol Alava,Albert Einstein 48, Vitoria 01510, Spain; [Eshetu, Gebrekidan Gebresilassie; Elia, Giuseppe Antonio; Passerini, Stefano] HIU, Helmholtzstr 11, D-89081 Ulm, Germany; [Eshetu, Gebrekidan Gebresilassie; Elia, Giuseppe Antonio; Passerini, Stefano] KIT, POB 3640, D-76021 Karlsruhe, Germany; [Eshetu, Gebrekidan Gebresilassie] Rhein Westfal TH Aachen, Inst Power Elect & Elect Drives ISEA, Jagerstr 17-19, D-52066 Aachen, Germany; [Eshetu, Gebrekidan Gebresilassie] Mekelle Univ, Coll Nat & Computat Sci, Dept Chem, POB 231, Mekelle 07000, Ethiopia; [Forsyth, Maria] Deakin Univ, Inst Frontier Mat, Burwood, Vic 03217, Australia; [Komaba, Shinichi] Tokyo Univ Sci, Dept Appl Chem, Shinjuku Ku, 1-3 Kagurazaka, Tokyo 1628061, Japan; [Rojo, Teofilo] Univ Basque Country, UPV EHU, Fac Sci & Technol, Dept Inorgan Chem, POB 644, Bilbao 48080, Spain		Passerini, S (通讯作者)，HIU, Helmholtzstr 11, D-89081 Ulm, Germany.; Passerini, S (通讯作者)，KIT, POB 3640, D-76021 Karlsruhe, Germany.	stefano.passerini@kit.edu								130	130											MAY	2020	10	20							2000093	10.1002/aenm.202000093	http://dx.doi.org/10.1002/aenm.202000093		APR 2020											
J	Wu, PS; Ye, L; Tong, L; Wang, P; Wang, Y; Wang, HL; Ge, HN; Wang, Z; Gu, Y; Zhang, K; Yu, YY; Peng, M; Wang, F; Huang, M; Zhou, P; Hu, WD				Wu, Peisong; Ye, Lei; Tong, Lei; Wang, Peng; Wang, Yang; Wang, Hailu; Ge, Haonan; Wang, Zhen; Gu, Yue; Zhang, Kun; Yu, Yiye; Peng, Meng; Wang, Fang; Huang, Min; Zhou, Peng; Hu, Weida			Van der Waals two-color infrared photodetector	LIGHT-SCIENCE & APPLICATIONS				Article									[Wu, Peisong; Wang, Peng; Wang, Yang; Wang, Hailu; Ge, Haonan; Wang, Zhen; Gu, Yue; Zhang, Kun; Yu, Yiye; Peng, Meng; Wang, Fang; Huang, Min; Hu, Weida] Chinese Acad Sci, Shanghai Inst Tech Phys, State Key Lab Infrared Phys, Shanghai 200083, Peoples R China; [Wu, Peisong; Wang, Hailu; Ge, Haonan; Wang, Zhen; Gu, Yue; Hu, Weida] Univ Chinese Acad Sci, Beijing 100049, Peoples R China; [Ye, Lei; Tong, Lei; Yu, Yiye; Peng, Meng] Huazhong Univ Sci & Technol, Sch Opt & Elect Informat, Hubei Yangtze Memory Labs, Wuhan 430205, Hubei, Peoples R China; [Ye, Lei; Tong, Lei; Yu, Yiye; Peng, Meng] Huazhong Univ Sci & Technol, Wuhan Natl Lab Optoelect, Wuhan 430205, Hubei, Peoples R China; [Wang, Yang; Zhou, Peng] Fudan Univ, Sch Microelect, State Key Lab ASIC & Syst, Shanghai 200433, Peoples R China		Wang, P; Hu, WD (通讯作者)，Chinese Acad Sci, Shanghai Inst Tech Phys, State Key Lab Infrared Phys, Shanghai 200083, Peoples R China.; Hu, WD (通讯作者)，Univ Chinese Acad Sci, Beijing 100049, Peoples R China.; Zhou, P (通讯作者)，Fudan Univ, Sch Microelect, State Key Lab ASIC & Syst, Shanghai 200433, Peoples R China.	w_peng@mail.sitp.ac.cn; pengzhou@fudan.edu.cn; wdhu@mail.sitp.ac.cn								33	33											JAN 2	2022	11	1							6	10.1038/s41377-021-00694-4	http://dx.doi.org/10.1038/s41377-021-00694-4													
J	Cai, KM; Yang, MY; Ju, HL; Wang, SM; Ji, Y; Li, BH; Edmonds, KW; Sheng, Y; Zhang, B; Zhang, N; Liu, S; Zheng, HZ; Wang, KY				Cai, Kaiming; Yang, Meiyin; Ju, Hailang; Wang, Sumei; Ji, Yang; Li, Baohe; Edmonds, Kevin William; Sheng, Yu; Zhang, Bao; Zhang, Nan; Liu, Shuai; Zheng, Houzhi; Wang, Kaiyou			Electric field control of deterministic current-induced magnetization switching in a hybrid ferromagnetic/ferroelectric structure	NATURE MATERIALS				Article									[Cai, Kaiming; Yang, Meiyin; Ji, Yang; Sheng, Yu; Zhang, Bao; Zhang, Nan; Zheng, Houzhi; Wang, Kaiyou] Chinese Acad Sci, Inst Semicond, SKLSM, POB 912, Beijing 100083, Peoples R China; [Ju, Hailang; Li, Baohe; Liu, Shuai] Beijing Technol & Business Univ, Sch Sci, Dept Phys, Beijing 100048, Peoples R China; [Wang, Sumei] Univ Chinese Acad Sci, Inst Microelect CAS, ICAC, Beijing 100029, Peoples R China; [Edmonds, Kevin William] Univ Nottingham, Sch Phys & Astron, Nottingham NG7 2RD, England		Wang, KY (通讯作者)，Chinese Acad Sci, Inst Semicond, SKLSM, POB 912, Beijing 100083, Peoples R China.	kywang@semi.ac.cn								311	314											JUL	2017	16	7					712	+		10.1038/NMAT4886	http://dx.doi.org/10.1038/NMAT4886													
J	Liu, P; Chen, GL; Zhang, JC				Liu, Peng; Chen, Guiliang; Zhang, Jingchen			A Review of Liposomes as a Drug Delivery System: Current Status of Approved Products, Regulatory Environments, and Future Perspectives	MOLECULES				Review									[Liu, Peng; Chen, Guiliang; Zhang, Jingchen] Shanghai Ctr Drug Evaluat & Inspect, Haiqu Rd 58, Shanghai 201210, Peoples R China		Liu, P; Zhang, JC (通讯作者)，Shanghai Ctr Drug Evaluat & Inspect, Haiqu Rd 58, Shanghai 201210, Peoples R China.	peng3fei@163.com; chenguiliang@smda.sh.cn; zhangjingchen@smda.sh.cn								24	24											FEB	2022	27	4							1372	10.3390/molecules27041372	http://dx.doi.org/10.3390/molecules27041372													
J	Yi, N; Xu, JJ; Yan, LM; Huang, L				Yi, Na; Xu, Jianjun; Yan, Limei; Huang, Lin			Task optimization and scheduling of distributed cyber-physical system based on improved ant colony algorithm	FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE				Article									[Yi, Na; Xu, Jianjun; Yan, Limei; Huang, Lin] Northeast Petr Univ, Heilongjiang Prov Key Lab Networking & Intelligen, Daqing 163318, Heilongjiang, Peoples R China		Xu, JJ; Yan, LM (通讯作者)，Northeast Petr Univ, Heilongjiang Prov Key Lab Networking & Intelligen, Daqing 163318, Heilongjiang, Peoples R China.	xujj@nepu.edu.cn; 13845902468@163.com								88	89											AUG	2020	109						134	148		10.1016/j.future.2020.03.051	http://dx.doi.org/10.1016/j.future.2020.03.051													
J	Trick, M; Adamski, NM; Mugford, SG; Jiang, CC; Febrer, M; Uauy, C				Trick, Martin; Adamski, Nikolai Maria; Mugford, Sarah G.; Jiang, Cong-Cong; Febrer, Melanie; Uauy, Cristobal			Combining SNP discovery from next-generation sequencing data with bulked segregant analysis (BSA) to fine-map genes in polyploid wheat	BMC PLANT BIOLOGY				Article									[Trick, Martin; Adamski, Nikolai Maria; Mugford, Sarah G.; Jiang, Cong-Cong; Uauy, Cristobal] John Innes Ctr, Norwich NR4 7UH, Norfolk, England; [Febrer, Melanie] Genome Anal Ctr, Norwich NR4 7UH, Norfolk, England; [Uauy, Cristobal] Natl Inst Agr Bot, Cambridge CB3 0LE, England		Uauy, C (通讯作者)，John Innes Ctr, Norwich Res Pk, Norwich NR4 7UH, Norfolk, England.	cristobal.uauy@jic.ac.uk								196	211											JAN 26	2012	12								14	10.1186/1471-2229-12-14	http://dx.doi.org/10.1186/1471-2229-12-14													
J	Liu, JL; Wong, MH				Liu, Jin-Lin; Wong, Ming-Hung			Pharmaceuticals and personal care products (PPCPs): A review on environmental contamination in China	ENVIRONMENT INTERNATIONAL				Review									[Wong, Ming-Hung] Zhejiang Agr & Forestry Univ, Sch Environm & Resource Sci, Linan, Peoples R China; [Liu, Jin-Lin; Wong, Ming-Hung] Hong Kong Baptist Univ, Croucher Inst Environm Sci, Hong Kong, Hong Kong, Peoples R China; [Liu, Jin-Lin; Wong, Ming-Hung] Hong Kong Baptist Univ, Dept Biol, Hong Kong, Hong Kong, Peoples R China		Wong, MH (通讯作者)，Peking Univ, Sch Environm & Energy, Shenzhen, Peoples R China.	mhwong@hkbu.edu.hk								772	847											SEP	2013	59						208	224		10.1016/j.envint.2013.06.012	http://dx.doi.org/10.1016/j.envint.2013.06.012													
J	Niu, Y; Li, Y; Jin, DP; Su, L; Vasilakos, AV				Niu, Yong; Li, Yong; Jin, Depeng; Su, Li; Vasilakos, Athanasios V.			A survey of millimeter wave communications (mmWave) for 5G: opportunities and challenges	WIRELESS NETWORKS				Article									[Niu, Yong; Li, Yong; Jin, Depeng; Su, Li] Tsinghua Univ, Dept Elect Engn, Beijing 100084, Peoples R China; [Vasilakos, Athanasios V.] Kuwait Univ, Dept Comp Sci, Safat, Kuwait		Li, Y (通讯作者)，Tsinghua Univ, Dept Elect Engn, Beijing 100084, Peoples R China.	liyong07@tsinghua.edu.cn; niuy11@mails.tsinghua.edu.cn; jindp@tsinghua.edu.cn; lisu@tsinghua.edu.cn; vasilako@ath.forthnet.gr								691	716											NOV	2015	21	8					2657	2676		10.1007/s11276-015-0942-z	http://dx.doi.org/10.1007/s11276-015-0942-z													
J	Docquier, F; Rapoport, H				Docquier, Frederic; Rapoport, Hillel			Globalization, Brain Drain, and Development	JOURNAL OF ECONOMIC LITERATURE				Article									[Docquier, Frederic] Catholic Univ Louvain, FNRS, Louvain, Belgium; [Docquier, Frederic] Catholic Univ Louvain, IRES, Louvain, Belgium; [Rapoport, Hillel] Bar Ilan Univ, Dept Econ, IL-52100 Ramat Gan, Israel; [Rapoport, Hillel] Univ Lille, EQUIPPE, Lille, France; [Rapoport, Hillel] Harvard Univ, Ctr Int Dev, Cambridge, MA 02138 USA		Docquier, F (通讯作者)，Catholic Univ Louvain, FNRS, Louvain, Belgium.									386	394											SEP	2012	50	3					681	730		10.1257/jel.50.3.681	http://dx.doi.org/10.1257/jel.50.3.681													
J	Zhao, JX; Xu, H; Liu, HC; Wu, JQ; Zheng, YC; Wu, DY				Zhao, Junxuan; Xu, Hao; Liu, Hongchao; Wu, Jianqing; Zheng, Yichen; Wu, Dayong			Detection and tracking of pedestrians and vehicles using roadside LiDAR sensors	TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES				Article									[Zhao, Junxuan; Liu, Hongchao; Wu, Dayong] Texas Tech Univ, Dept Civil Environm & Construct Engn, Lubbock, TX 79409 USA; [Xu, Hao; Wu, Jianqing; Zheng, Yichen] Univ Nevada, Dept Civil & Environm Engn, Reno, NV 89557 USA		Liu, HC (通讯作者)，Texas Tech Univ, Dept Civil Environm & Construct Engn, Lubbock, TX 79409 USA.	junxuan.zhao@ttu.edu; haox@unr.edu; hongchao.liu@ttu.edu; jianqingwu2015@gmail.com; yichenzheng@unr.edu; jasond.wu@ttu.edu								114	117											MAR	2019	100						68	87		10.1016/j.trc.2019.01.007	http://dx.doi.org/10.1016/j.trc.2019.01.007													
J	Filippi, M; Rocca, MA; Ciccarelli, O; De Stefano, N; Evangelou, N; Kappos, L; Rovira, A; Sastre-Garriga, J; Tintore, M; Frederiksen, JL; Gasperini, C; Palace, J; Reich, DS; Banwell, B; Montalban, X; Barkhof, F				Filippi, Massimo; Rocca, Maria A.; Ciccarelli, Olga; De Stefano, Nicola; Evangelou, Nikos; Kappos, Ludwig; Rovira, Alex; Sastre-Garriga, Jaume; Tintore, Mar; Frederiksen, Jette L.; Gasperini, Claudio; Palace, Jacqueline; Reich, Daniel S.; Banwell, Brenda; Montalban, Xavier; Barkhof, Frederik		MAGNIMS Study Grp	MRI criteria for the diagnosis of multiple sclerosis: MAGNIMS consensus guidelines	LANCET NEUROLOGY				Review									[Filippi, Massimo; Rocca, Maria A.] Univ Vita Salute San Raffaele, San Raffaele Sci Inst, Div Neurosci, Neuroimaging Res Unit,Inst Expt Neurol, Milan, Italy; [Ciccarelli, Olga] UCL Inst Neurol, Dept Neuroinflammat, Queen Sq MS Ctr, London, England; [Ciccarelli, Olga] UCL UCLH Biomed Res Ctr, NIHR, London, England; [De Stefano, Nicola] Univ Siena, Dept Med Surg & Neurosci, Via Laterina 8, I-53100 Siena, Italy; [Evangelou, Nikos] Univ Nottingham, Div Neurosci, Queens Med Ctr Campus, Nottingham NG7 2RD, England; [Kappos, Ludwig] Univ Basel, Dept Neurol, Basel, Switzerland; [Rovira, Alex] Univ Autonoma Barcelona, Hosp Univ Vail dHebron, Dept Radiol IDI, Magnet Resonance Unit, E-08193 Barcelona, Spain; [Sastre-Garriga, Jaume; Tintore, Mar; Montalban, Xavier] Univ Autonoma Barcelona, Hosp Univ Vail dHebron, Dept Neurol Neuroimmunol, Ctr Esclerosi Multiple Catalunya Cemcat, E-08193 Barcelona, Spain; [Frederiksen, Jette L.] Glostrup Cty Hosp, Dept Neurol, Copenhagen, Denmark; [Frederiksen, Jette L.] Univ Copenhagen, Copenhagen, Denmark; [Gasperini, Claudio] San Camillo Forlanini Hosp, Dept Neurosci, Rome, Italy; [Palace, Jacqueline] Univ Oxford Hosp Trust, Dept Clin Neurol, Oxford, England; [Reich, Daniel S.] NINDS, Translat Neuroradiol Unit, NIH, Bldg 36,Rm 4D04, Bethesda, MD 20892 USA; [Banwell, Brenda] Univ Penn, Childrens Hosp Philadelphia, Perelman Sch Med, Div Child Neurol,Dept Neurol, Philadelphia, PA 19104 USA; [Barkhof, Frederik] Vrije Univ Amsterdam Med Ctr, MS Ctr Amsterdam, Amsterdam, Netherlands		Filippi, M (通讯作者)，Univ Vita Salute San Raffaele, San Raffaele Sci Inst, Div Neurosci, Neuroimaging Res Unit,Inst Expt Neurol, Milan, Italy.	filippi.massimo@hsr.it								469	496											MAR	2016	15	3					292	303		10.1016/S1474-4422(15)00393-2	http://dx.doi.org/10.1016/S1474-4422(15)00393-2													
J	Schneider, MGM; Martin, MJ; Otarola, J; Vakarelska, E; Simeonov, V; Lassalle, V; Nedyalkova, M				Montiel Schneider, Maria Gabriela; Martin, Maria Julia; Otarola, Jessica; Vakarelska, Ekaterina; Simeonov, Vasil; Lassalle, Veronica; Nedyalkova, Miroslava			Biomedical Applications of Iron Oxide Nanoparticles: Current Insights Progress and Perspectives	PHARMACEUTICS				Review									[Montiel Schneider, Maria Gabriela; Martin, Maria Julia; Otarola, Jessica; Lassalle, Veronica] Univ Nacl Sur UNS CONICET, Dept Quim, INQUISUR, RA-8000 Bahia Blanca, Buenos Aires, Argentina; [Vakarelska, Ekaterina; Simeonov, Vasil; Nedyalkova, Miroslava] Univ Sofia, Fac Chem & Pharm, 1 James Bourchier Blvd, Sofia 1164, Bulgaria		Simeonov, V; Nedyalkova, M (通讯作者)，Univ Sofia, Fac Chem & Pharm, 1 James Bourchier Blvd, Sofia 1164, Bulgaria.	gabriela.montielsc@gmail.com; ma.julia.martin@gmail.com; otarola_jessica@hotmail.com; e.vakarelska@gmail.com; vsimeonov@chem.uni-sofia.bg; veronica.lassalle@uns.edu.ar; miroslava.nedyalkova@unifr.ch								14	14											JAN	2022	14	1							204	10.3390/pharmaceutics14010204	http://dx.doi.org/10.3390/pharmaceutics14010204													
J	He, YB; Mendis, GJ; Wei, J				He, Youbiao; Mendis, Gihan J.; Wei, Jin			Real-Time Detection of False Data Injection Attacks in Smart Grid: A Deep Learning-Based Intelligent Mechanism	IEEE TRANSACTIONS ON SMART GRID				Article									[He, Youbiao; Mendis, Gihan J.; Wei, Jin] Univ Akron, Dept Elect & Comp Engn, Akron, OH 44325 USA		Wei, J (通讯作者)，Univ Akron, Dept Elect & Comp Engn, Akron, OH 44325 USA.	jinwei06@gmail.com								341	365											SEP	2017	8	5					2505	2516		10.1109/TSG.2017.2703842	http://dx.doi.org/10.1109/TSG.2017.2703842													
J	Wang, Y; Han, R; Kubota, J				Wang, Yuan; Han, Rong; Kubota, Jumpei			Is there an Environmental Kuznets Curve for SO2 emissions? A semi-parametric panel data analysis for China	RENEWABLE & SUSTAINABLE ENERGY REVIEWS				Review									[Wang, Yuan; Han, Rong] Nanjing Univ, State Key Lab Pollut Control & Resource Reuse, Sch Environm, Nanjing 210023, Jiangsu, Peoples R China; [Kubota, Jumpei] Res Inst Humanity & Nat, Kyoto 6038047, Japan		Wang, Y (通讯作者)，Nanjing Univ, State Key Lab Pollut Control & Resource Reuse, Sch Environm, Nanjing 210023, Jiangsu, Peoples R China.	ywang@nju.edu.cn								152	154											FEB	2016	54						1182	1188		10.1016/j.rser.2015.10.143	http://dx.doi.org/10.1016/j.rser.2015.10.143													
J	Hoffmann, A; Bader, SD				Hoffmann, Axel; Bader, Sam D.			Opportunities at the Frontiers of Spintronics	PHYSICAL REVIEW APPLIED				Review									[Hoffmann, Axel; Bader, Sam D.] Argonne Natl Lab, Div Mat Sci, Argonne, IL 60439 USA		Hoffmann, A (通讯作者)，Argonne Natl Lab, Div Mat Sci, 9700 S Cass Ave, Argonne, IL 60439 USA.									238	238											OCT 5	2015	4	4							047001	10.1103/PhysRevApplied.4.047001	http://dx.doi.org/10.1103/PhysRevApplied.4.047001													
J	Mani-Lopez, E; Garcia, HS; Lopez-Malo, A				Mani-Lopez, E.; Garcia, H. S.; Lopez-Malo, A.			Organic acids as antimicrobials to control Salmonella in meat and poultry products	FOOD RESEARCH INTERNATIONAL				Article									[Lopez-Malo, A.] Univ Americas Puebla, Dept Ingn Quim Alimentos & Ambiental, Cholula 72810, Mexico; [Mani-Lopez, E.; Garcia, H. S.] UNIDA Inst Tecnol Veracruz, Veracruz 91897, Ver, Mexico		Lopez-Malo, A (通讯作者)，Univ Americas Puebla, Dept Ingn Quim Alimentos & Ambiental, Cholula 72810, Mexico.	aurelio.lopezm@udlap.mx								289	299											MAR	2012	45	2			SI		713	721		10.1016/j.foodres.2011.04.043	http://dx.doi.org/10.1016/j.foodres.2011.04.043													
J	Wang, J; Gao, Y; Yin, X; Li, F; Kim, HJ				Wang, Jin; Gao, Yu; Yin, Xiang; Li, Feng; Kim, Hye-Jin			An Enhanced PEGASIS Algorithm with Mobile Sink Support for Wireless Sensor Networks	WIRELESS COMMUNICATIONS & MOBILE COMPUTING				Article									[Wang, Jin; Li, Feng] Changsha Univ Sci & Technol, Sch Comp & Commun Engn, Changsha, Hunan, Peoples R China; [Gao, Yu; Yin, Xiang] Yangzhou Univ, Sch Informat Engn, Yangzhou, Jiangsu, Peoples R China; [Kim, Hye-Jin] Sungshin W Univ, Business Adm Res Inst, Seoul, South Korea		Kim, HJ (通讯作者)，Sungshin W Univ, Business Adm Res Inst, Seoul, South Korea.	hye-jinkim@hotmail.com								184	184												2018									9472075	10.1155/2018/9472075	http://dx.doi.org/10.1155/2018/9472075													
J	Achinas, S; Achinas, V; Euverink, GJW				Achinas, Spyridon; Achinas, Vasileios; Euverink, Gerrit Jan Willem			A Technological Overview of Biogas Production from Biowaste	ENGINEERING				Review									[Achinas, Spyridon; Euverink, Gerrit Jan Willem] Univ Groningen, Fac Sci & Engn, NL-9747 AG Groningen, Netherlands; [Achinas, Vasileios] Union Agr Cooperat Monofatsi, Iraklion 70016, Greece		Achinas, S (通讯作者)，Univ Groningen, Fac Sci & Engn, NL-9747 AG Groningen, Netherlands.	s.achinas@rug.nl								249	251											JUN	2017	3	3					299	307		10.1016/J.ENG.2017.03.002	http://dx.doi.org/10.1016/J.ENG.2017.03.002													
J	Ligon, SC; Liska, R; Stampfl, J; Gurr, M; Mulhaupt, R				Ligon, Samuel Clark; Liska, Robert; Stampfl, Juergen; Gurr, Matthias; Muelhaupt, Rolf			Polymers for 3D Printing and Customized Additive Manufacturing	CHEMICAL REVIEWS				Review									[Ligon, Samuel Clark] Empa, Swiss Fed Labs Mat Sci & Technol, Lab High Performance Ceram, Uberlandstr 129, CH-8600 Dubendorf, Switzerland; [Ligon, Samuel Clark; Liska, Robert] TU Wien, Inst Appl Synthet Chem, Getreidemarkt 9, A-1060 Vienna, Austria; [Stampfl, Juergen] TU Wien, Inst Mat Sci & Technol, Getreidemarkt 9, A-1060 Vienna, Austria; [Gurr, Matthias] HB Fuller Deutschland GmbH, Roten Bleiche 2-3, D-21335 Luneburg, Germany; [Muelhaupt, Rolf] Albert Ludwigs Univ Freiburg, Freiburg Mat Res Ctr FMF, Stefan Meier Str 31, D-79104 Freiburg, Germany; [Muelhaupt, Rolf] Albert Ludwigs Univ Freiburg, Inst Macromol Chem, Stefan Meier Str 31, D-79104 Freiburg, Germany		Ligon, SC (通讯作者)，Empa, Swiss Fed Labs Mat Sci & Technol, Lab High Performance Ceram, Uberlandstr 129, CH-8600 Dubendorf, Switzerland.; Ligon, SC (通讯作者)，TU Wien, Inst Appl Synthet Chem, Getreidemarkt 9, A-1060 Vienna, Austria.; Mulhaupt, R (通讯作者)，Albert Ludwigs Univ Freiburg, Freiburg Mat Res Ctr FMF, Stefan Meier Str 31, D-79104 Freiburg, Germany.; Mulhaupt, R (通讯作者)，Albert Ludwigs Univ Freiburg, Inst Macromol Chem, Stefan Meier Str 31, D-79104 Freiburg, Germany.	clark.ligon@empa.ch; rolfmuelhaupt@web.de								1534	1599											AUG 9	2017	117	15					10212	10290		10.1021/acs.chemrev.7b00074	http://dx.doi.org/10.1021/acs.chemrev.7b00074													
S	Nyhus, PJ		Gadgil, A; Gadgil, TP		Nyhus, Philip J.			Human-Wildlife Conflict and Coexistence	ANNUAL REVIEW OF ENVIRONMENT AND RESOURCES, VOL 41	Annual Review of Environment and Resources			Review; Book Chapter									[Nyhus, Philip J.] Colby Coll, Environm Studies Program, Waterville, ME 04901 USA		Nyhus, PJ (通讯作者)，Colby Coll, Environm Studies Program, Waterville, ME 04901 USA.	pjnyhus@colby.edu								258	268												2016	41						143	171		10.1146/annurev-environ-110615-085634	http://dx.doi.org/10.1146/annurev-environ-110615-085634													
J	Perera, C; Liu, CH; Jayawardena, S; Chen, M				Perera, Charith; Liu, Chi Harold; Jayawardena, Srimal; Chen, Min			A Survey on Internet of Things From Industrial Market Perspective	IEEE ACCESS				Article									[Perera, Charith; Jayawardena, Srimal] Australian Natl Univ, Res Sch Comp Sci, Canberra, ACT 0200, Australia; [Liu, Chi Harold] Beijing Inst Technol, Sch Software Engn, Beijing 100081, Peoples R China; [Chen, Min] Huazhong Univ Sci & Technol, Sch Comp Sci & Engn, Wuhan 430074, Peoples R China		Liu, CH (通讯作者)，Beijing Inst Technol, Sch Software Engn, Beijing 100081, Peoples R China.	chiliu@bit.edu.cn								313	320												2014	2						1660	1679		10.1109/ACCESS.2015.2389854	http://dx.doi.org/10.1109/ACCESS.2015.2389854													
J	Mansfield, SD; Kim, H; Lu, FC; Ralph, J				Mansfield, Shawn D.; Kim, Hoon; Lu, Fachuang; Ralph, John			Whole plant cell wall characterization using solution-state 2D NMR	NATURE PROTOCOLS				Article									[Mansfield, Shawn D.] Univ British Columbia, Dept Wood Sci, Vancouver, BC V5Z 1M9, Canada; [Kim, Hoon; Lu, Fachuang; Ralph, John] Univ Wisconsin, Wisconsin Bioenergy Initiat, Madison, WI USA; [Kim, Hoon; Lu, Fachuang; Ralph, John] US DOE, Great Lakes Bioenergy Res Ctr, Madison, WI USA		Mansfield, SD (通讯作者)，Univ British Columbia, Dept Wood Sci, Vancouver, BC V5Z 1M9, Canada.	shawn.mansfield@ubc.ca; jralph@wisc.edu								452	453											SEP	2012	7	9					1579	1589		10.1038/nprot.2012.064	http://dx.doi.org/10.1038/nprot.2012.064													
